Entity,Day,Daily_new_cases_per_million
Indonesia,2020-03-01,0.0
Indonesia,2020-03-02,0.001024688
Indonesia,2020-03-03,0.003074064
Indonesia,2020-03-04,0.003074064
Indonesia,2020-03-05,0.003074064
Indonesia,2020-03-06,0.004098752
Indonesia,2020-03-07,0.004098752
Indonesia,2020-03-08,0.0051234397
Indonesia,2020-03-09,0.004781877
Indonesia,2020-03-10,0.010161489
Indonesia,2020-03-11,0.014943366
Indonesia,2020-03-12,0.019127509
Indonesia,2020-03-13,0.020322978
Indonesia,2020-03-14,0.03885275
Indonesia,2020-03-15,0.066348545
Indonesia,2020-03-16,0.06558003
Indonesia,2020-03-17,0.07838863
Indonesia,2020-03-18,0.102468796
Indonesia,2020-03-19,0.14089459
Indonesia,2020-03-20,0.16958585
Indonesia,2020-03-21,0.19520305
Indonesia,2020-03-22,0.20340057
Indonesia,2020-03-23,0.22799307
Indonesia,2020-03-24,0.2633448
Indonesia,2020-03-25,0.28844967
Indonesia,2020-03-26,0.29920888
Indonesia,2020-03-27,0.34685686
Indonesia,2020-03-28,0.3612025
Indonesia,2020-03-29,0.3950172
Indonesia,2020-03-30,0.4278072
Indonesia,2020-03-31,0.43139362
Indonesia,2020-04-01,0.45444912
Indonesia,2020-04-02,0.45957255
Indonesia,2020-04-03,0.48160335
Indonesia,2020-04-04,0.4800663
Indonesia,2020-04-05,0.50619584
Indonesia,2020-04-06,0.55179447
Indonesia,2020-04-07,0.6199362
Indonesia,2020-04-08,0.6552879
Indonesia,2020-04-09,0.770053
Indonesia,2020-04-10,0.7818369
Indonesia,2020-04-11,0.896602
Indonesia,2020-04-12,1.0082929
Indonesia,2020-04-13,1.0585027
Indonesia,2020-04-14,1.0764347
Indonesia,2020-04-15,1.1169099
Indonesia,2020-04-16,1.1389407
Indonesia,2020-04-17,1.2352613
Indonesia,2020-04-18,1.2326996
Indonesia,2020-04-19,1.1958108
Indonesia,2020-04-20,1.1286938
Indonesia,2020-04-21,1.1763418
Indonesia,2020-04-22,1.169169
Indonesia,2020-04-23,1.157385
Indonesia,2020-04-24,1.172243
Indonesia,2020-04-25,1.2086195
Indonesia,2020-04-26,1.1819775
Indonesia,2020-04-27,1.1968355
Indonesia,2020-04-28,1.2173293
Indonesia,2020-04-29,1.2055454
Indonesia,2020-04-30,1.2004219
Indonesia,2020-05-01,1.198885
Indonesia,2020-05-02,1.1456012
Indonesia,2020-05-03,1.1835146
Indonesia,2020-05-04,1.2762488
Indonesia,2020-05-05,1.3116006
Indonesia,2020-05-06,1.3664213
Indonesia,2020-05-07,1.3618103
Indonesia,2020-05-08,1.3121129
Indonesia,2020-05-09,1.4355879
Indonesia,2020-05-10,1.4550569
Indonesia,2020-05-11,1.3720572
Indonesia,2020-05-12,1.3720572
Indonesia,2020-05-13,1.5370319
Indonesia,2020-05-14,1.6548711
Indonesia,2020-05-15,1.733772
Indonesia,2020-05-16,1.7317226
Indonesia,2020-05-17,1.7839817
Indonesia,2020-05-18,1.9187282
Indonesia,2020-05-19,1.9197528
Indonesia,2020-05-20,1.9218023
Indonesia,2020-05-21,2.1293015
Indonesia,2020-05-22,2.2030792
Indonesia,2020-05-23,2.4182637
Indonesia,2020-05-24,2.4372203
Indonesia,2020-05-25,2.4285104
Indonesia,2020-05-26,2.392134
Indonesia,2020-05-27,2.3885477
Indonesia,2020-05-28,2.2420173
Indonesia,2020-05-29,2.2645605
Indonesia,2020-05-30,2.0637217
Indonesia,2020-05-31,2.1528695
Indonesia,2020-06-01,2.1467214
Indonesia,2020-06-02,2.246116
Indonesia,2020-06-03,2.2450912
Indonesia,2020-06-04,2.1928322
Indonesia,2020-06-05,2.2056408
Indonesia,2020-06-06,2.4290228
Indonesia,2020-06-07,2.4146771
Indonesia,2020-06-08,2.6093678
Indonesia,2020-06-09,2.8317251
Indonesia,2020-06-10,3.1165884
Indonesia,2020-06-11,3.318452
Indonesia,2020-06-12,3.5274882
Indonesia,2020-06-13,3.5382476
Indonesia,2020-06-14,3.6330311
Indonesia,2020-06-15,3.7201297
Indonesia,2020-06-16,3.7524073
Indonesia,2020-06-17,3.6453273
Indonesia,2020-06-18,3.8256724
Indonesia,2020-06-19,3.7898085
Indonesia,2020-06-20,3.8984253
Indonesia,2020-06-21,3.9009871
Indonesia,2020-06-22,3.8687093
Indonesia,2020-06-23,3.8405304
Indonesia,2020-06-24,3.8825426
Indonesia,2020-06-25,3.8041542
Indonesia,2020-06-26,3.9061105
Indonesia,2020-06-27,3.9875731
Indonesia,2020-06-28,4.159721
Indonesia,2020-06-29,4.225301
Indonesia,2020-06-30,4.349288
Indonesia,2020-07-01,4.4886456
Indonesia,2020-07-02,4.717151
Indonesia,2020-07-03,4.748404
Indonesia,2020-07-04,4.7801695
Indonesia,2020-07-05,4.989718
Indonesia,2020-07-06,5.0547857
Indonesia,2020-07-07,5.041977
Indonesia,2020-07-08,5.281754
Indonesia,2020-07-09,5.8110056
Indonesia,2020-07-10,5.969832
Indonesia,2020-07-11,6.084597
Indonesia,2020-07-12,6.1225104
Indonesia,2020-07-13,6.1599116
Indonesia,2020-07-14,6.325399
Indonesia,2020-07-15,6.1558127
Indonesia,2020-07-16,5.6009445
Indonesia,2020-07-17,5.5246053
Indonesia,2020-07-18,5.566105
Indonesia,2020-07-19,5.5445867
Indonesia,2020-07-20,5.75516
Indonesia,2020-07-21,5.78795
Indonesia,2020-07-22,5.972394
Indonesia,2020-07-23,6.142492
Indonesia,2020-07-24,6.295683
Indonesia,2020-07-25,6.355115
Indonesia,2020-07-26,6.2798
Indonesia,2020-07-27,6.1937265
Indonesia,2020-07-28,6.2413745
Indonesia,2020-07-29,6.497034
Indonesia,2020-07-30,6.4960093
Indonesia,2020-07-31,6.638953
Indonesia,2020-08-01,6.481151
Indonesia,2020-08-02,6.4949846
Indonesia,2020-08-03,6.5738854
Indonesia,2020-08-04,6.6630335
Indonesia,2020-08-05,6.373047
Indonesia,2020-08-06,6.3617754
Indonesia,2020-08-07,6.58362
Indonesia,2020-08-08,6.9509706
Indonesia,2020-08-09,7.142587
Indonesia,2020-08-10,7.146686
Indonesia,2020-08-11,7.0293593
Indonesia,2020-08-12,7.094427
Indonesia,2020-08-13,7.2050934
Indonesia,2020-08-14,7.120044
Indonesia,2020-08-15,7.154884
Indonesia,2020-08-16,7.2512045
Indonesia,2020-08-17,7.3198586
Indonesia,2020-08-18,7.3096113
Indonesia,2020-08-19,7.289118
Indonesia,2020-08-20,7.3751917
Indonesia,2020-08-21,7.318834
Indonesia,2020-08-22,7.188186
Indonesia,2020-08-23,7.1656427
Indonesia,2020-08-24,7.194334
Indonesia,2020-08-25,7.5908885
Indonesia,2020-08-26,7.7978754
Indonesia,2020-08-27,8.029967
Indonesia,2020-08-28,8.442917
Indonesia,2020-08-29,9.066952
Indonesia,2020-08-30,9.487586
Indonesia,2020-08-31,9.931275
Indonesia,2020-09-01,10.099324
Indonesia,2020-09-02,10.493317
Indonesia,2020-09-03,10.955964
Indonesia,2020-09-04,11.092247
Indonesia,2020-09-05,11.000025
Indonesia,2020-09-06,11.300259
Indonesia,2020-09-07,11.37045
Indonesia,2020-09-08,11.509295
Indonesia,2020-09-09,11.628159
Indonesia,2020-09-10,11.750609
Indonesia,2020-09-11,11.990386
Indonesia,2020-09-12,12.337755
Indonesia,2020-09-13,12.436126
Indonesia,2020-09-14,12.569847
Indonesia,2020-09-15,12.806038
Indonesia,2020-09-16,13.142136
Indonesia,2020-09-17,13.026345
Indonesia,2020-09-18,13.105247
Indonesia,2020-09-19,13.290715
Indonesia,2020-09-20,13.471573
Indonesia,2020-09-21,14.001848
Indonesia,2020-09-22,14.290811
Indonesia,2020-09-23,14.548007
Indonesia,2020-09-24,15.059839
Indonesia,2020-09-25,15.537344
Indonesia,2020-09-26,15.704368
Indonesia,2020-09-27,15.645448
Indonesia,2020-09-28,15.303715
Indonesia,2020-09-29,15.268363
Indonesia,2020-09-30,15.175629
Indonesia,2020-10-01,14.93995
Indonesia,2020-10-02,14.680704
Indonesia,2020-10-03,14.431192
Indonesia,2020-10-04,14.49165
Indonesia,2020-10-05,14.549544
Indonesia,2020-10-06,14.577211
Indonesia,2020-10-07,14.707346
Indonesia,2020-10-08,15.053691
Indonesia,2020-10-09,14.939438
Indonesia,2020-10-10,15.086481
Indonesia,2020-10-11,15.345215
Indonesia,2020-10-12,15.163332
Indonesia,2020-10-13,15.086481
Indonesia,2020-10-14,14.875908
Indonesia,2020-10-15,14.650989
Indonesia,2020-10-16,14.757044
Indonesia,2020-10-17,14.76063
Indonesia,2020-10-18,14.559792
Indonesia,2020-10-19,14.6140995
Indonesia,2020-10-20,14.458347
Indonesia,2020-10-21,14.530075
Indonesia,2020-10-22,14.540834
Indonesia,2020-10-23,14.575674
Indonesia,2020-10-24,14.457322
Indonesia,2020-10-25,14.266218
Indonesia,2020-10-26,14.188854
Indonesia,2020-10-27,14.146842
Indonesia,2020-10-28,14.024904
Indonesia,2020-10-29,13.580702
Indonesia,2020-10-30,12.826531
Indonesia,2020-10-31,12.351588
Indonesia,2020-11-01,11.8208
Indonesia,2020-11-02,11.511345
Indonesia,2020-11-03,11.231092
Indonesia,2020-11-04,10.886285
Indonesia,2020-11-05,11.142457
Indonesia,2020-11-06,11.593832
Indonesia,2020-11-07,12.167145
Indonesia,2020-11-08,12.77376
Indonesia,2020-11-09,12.894161
Indonesia,2020-11-10,13.30711
Indonesia,2020-11-11,13.51922
Indonesia,2020-11-12,13.5745535
Indonesia,2020-11-13,14.428119
Indonesia,2020-11-14,14.945586
Indonesia,2020-11-15,15.061376
Indonesia,2020-11-16,15.410794
Indonesia,2020-11-17,15.42514
Indonesia,2020-11-18,15.67875
Indonesia,2020-11-19,15.998965
Indonesia,2020-11-20,15.664917
Indonesia,2020-11-21,15.524535
Indonesia,2020-11-22,15.654671
Indonesia,2020-11-23,16.119366
Indonesia,2020-11-24,16.316618
Indonesia,2020-11-25,16.966784
Indonesia,2020-11-26,17.027752
Indonesia,2020-11-27,17.55854
Indonesia,2020-11-28,17.773726
Indonesia,2020-11-29,18.750765
Indonesia,2020-11-30,18.840425
Indonesia,2020-12-01,19.301535
Indonesia,2020-12-02,19.301022
Indonesia,2020-12-03,21.069633
Indonesia,2020-12-04,21.056826
Indonesia,2020-12-05,21.368843
Indonesia,2020-12-06,21.277645
Indonesia,2020-12-07,21.86018
Indonesia,2020-12-08,21.96265
Indonesia,2020-12-09,22.23163
Indonesia,2020-12-10,21.034794
Indonesia,2020-12-11,21.294554
Indonesia,2020-12-12,21.47951
Indonesia,2020-12-13,21.530743
Indonesia,2020-12-14,21.394972
Indonesia,2020-12-15,21.819193
Indonesia,2020-12-16,22.160927
Indonesia,2020-12-17,22.837732
Indonesia,2020-12-18,23.031912
Indonesia,2020-12-19,23.730236
Indonesia,2020-12-20,24.136524
Indonesia,2020-12-21,24.8328
Indonesia,2020-12-22,24.949102
Indonesia,2020-12-23,25.353342
Indonesia,2020-12-24,25.273928
Indonesia,2020-12-25,25.565964
Indonesia,2020-12-26,25.047985
Indonesia,2020-12-27,24.81538
Indonesia,2020-12-28,24.30611
Indonesia,2020-12-29,25.103317
Indonesia,2020-12-30,25.353342
Indonesia,2020-12-31,25.801643
Indonesia,2021-01-01,26.218178
Indonesia,2021-01-02,26.455393
Indonesia,2021-01-03,26.634201
Indonesia,2021-01-04,27.094799
Indonesia,2021-01-05,26.860146
Indonesia,2021-01-06,27.296663
Indonesia,2021-01-07,27.935556
Indonesia,2021-01-08,29.239471
Indonesia,2021-01-09,30.696064
Indonesia,2021-01-10,32.11167
Indonesia,2021-01-11,33.105106
Indonesia,2021-01-12,34.438225
Indonesia,2021-01-13,35.680145
Indonesia,2021-01-14,36.82575
Indonesia,2021-01-15,37.95342
Indonesia,2021-01-16,40.09399
Indonesia,2021-01-17,40.93782
Indonesia,2021-01-18,41.139683
Indonesia,2021-01-19,41.30261
Indonesia,2021-01-20,41.963535
Indonesia,2021-01-21,42.038338
Indonesia,2021-01-22,42.455383
Indonesia,2021-01-23,41.413788
Indonesia,2021-01-24,41.67047
Indonesia,2021-01-25,42.13568
Indonesia,2021-01-26,43.533867
Indonesia,2021-01-27,43.216213
Indonesia,2021-01-28,44.236805
Indonesia,2021-01-29,44.323902
Indonesia,2021-01-30,45.51613
Indonesia,2021-01-31,45.625256
Indonesia,2021-02-01,46.1376
Indonesia,2021-02-02,44.746586
Indonesia,2021-02-03,44.76503
Indonesia,2021-02-04,43.60662
Indonesia,2021-02-05,42.55478
Indonesia,2021-02-06,41.344624
Indonesia,2021-02-07,40.74313
Indonesia,2021-02-08,39.33316
Indonesia,2021-02-09,38.472935
Indonesia,2021-02-10,36.829334
Indonesia,2021-02-11,35.292816
Indonesia,2021-02-12,34.32961
Indonesia,2021-02-13,32.632725
Indonesia,2021-02-14,30.551584
Indonesia,2021-02-15,29.639612
Indonesia,2021-02-16,30.320517
Indonesia,2021-02-17,30.787262
Indonesia,2021-02-18,31.096718
Indonesia,2021-02-19,31.478415
Indonesia,2021-02-20,31.073662
Indonesia,2021-02-21,31.347767
Indonesia,2021-02-22,33.252663
Indonesia,2021-02-23,33.122524
Indonesia,2021-02-24,32.018936
Indonesia,2021-02-25,31.739197
Indonesia,2021-02-26,30.518793
Indonesia,2021-02-27,29.573008
Indonesia,2021-02-28,28.681528
Indonesia,2021-03-01,26.888325
Indonesia,2021-03-02,24.806671
Indonesia,2021-03-03,24.43522
Indonesia,2021-03-04,23.805552
Indonesia,2021-03-05,23.159485
Indonesia,2021-03-06,22.93354
Indonesia,2021-03-07,23.069824
Indonesia,2021-03-08,23.179466
Indonesia,2021-03-09,23.526323
Indonesia,2021-03-10,22.924318
Indonesia,2021-03-11,21.83815
Indonesia,2021-03-12,21.55175
Indonesia,2021-03-13,20.95743
Indonesia,2021-03-14,20.387705
Indonesia,2021-03-15,19.719095
Indonesia,2021-03-16,19.21956
Indonesia,2021-03-17,19.830275
Indonesia,2021-03-18,20.560877
Indonesia,2021-03-19,20.492735
Indonesia,2021-03-20,21.030184
Indonesia,2021-03-21,20.867258
Indonesia,2021-03-22,20.94667
Indonesia,2021-03-23,20.886726
Indonesia,2021-03-24,20.068
Indonesia,2021-03-25,19.830786
Indonesia,2021-03-26,19.166275
Indonesia,2021-03-27,18.554026
Indonesia,2021-03-28,18.393661
Indonesia,2021-03-29,18.016577
Indonesia,2021-03-30,17.701485
Indonesia,2021-03-31,18.065248
Indonesia,2021-04-01,18.083181
Indonesia,2021-04-02,18.258915
Indonesia,2021-04-03,18.199482
Indonesia,2021-04-04,19.55617
Indonesia,2021-04-05,18.892172
Indonesia,2021-04-06,18.82403
Indonesia,2021-04-07,18.272236
Indonesia,2021-04-08,17.94536
Indonesia,2021-04-09,17.91462
Indonesia,2021-04-10,18.108286
Indonesia,2021-04-11,16.774141
Indonesia,2021-04-12,17.34643
Indonesia,2021-04-13,17.937162
Indonesia,2021-04-14,18.344988
Indonesia,2021-04-15,18.689796
Indonesia,2021-04-16,18.740005
Indonesia,2021-04-17,18.902931
Indonesia,2021-04-18,19.137585
Indonesia,2021-04-19,19.200603
Indonesia,2021-04-20,19.122215
Indonesia,2021-04-21,19.155005
Indonesia,2021-04-22,19.18882
Indonesia,2021-04-23,19.226221
Indonesia,2021-04-24,18.971584
Indonesia,2021-04-25,18.877827
Indonesia,2021-04-26,19.386072
Indonesia,2021-04-27,18.928549
Indonesia,2021-04-28,18.683136
Indonesia,2021-04-29,18.473074
Indonesia,2021-04-30,18.505865
Indonesia,2021-05-01,18.48947
Indonesia,2021-05-02,18.48537
Indonesia,2021-05-03,17.863384
Indonesia,2021-05-04,17.716343
Indonesia,2021-05-05,17.738886
Indonesia,2021-05-06,17.643589
Indonesia,2021-05-07,18.067299
Indonesia,2021-05-08,18.89627
Indonesia,2021-05-09,18.654444
Indonesia,2021-05-10,18.73693
Indonesia,2021-05-11,19.07098
Indonesia,2021-05-12,18.724123
Indonesia,2021-05-13,17.597479
Indonesia,2021-05-14,15.70488
Indonesia,2021-05-15,13.786152
Indonesia,2021-05-16,13.354758
Indonesia,2021-05-17,13.049401
Indonesia,2021-05-18,12.621081
Indonesia,2021-05-19,12.755828
Indonesia,2021-05-20,13.959324
Indonesia,2021-05-21,15.554251
Indonesia,2021-05-22,17.045685
Indonesia,2021-05-23,18.17284
Indonesia,2021-05-24,18.99874
Indonesia,2021-05-25,19.44704
Indonesia,2021-05-26,19.530552
Indonesia,2021-05-27,19.77699
Indonesia,2021-05-28,19.836422
Indonesia,2021-05-29,20.486586
Indonesia,2021-05-30,20.914394
Indonesia,2021-05-31,20.78887
Indonesia,2021-06-01,20.667955
Indonesia,2021-06-02,20.776573
Indonesia,2021-06-03,20.302654
Indonesia,2021-06-04,20.622358
Indonesia,2021-06-05,20.637215
Indonesia,2021-06-06,20.492222
Indonesia,2021-06-07,21.174152
Indonesia,2021-06-08,21.927298
Indonesia,2021-06-09,23.1974
Indonesia,2021-06-10,25.010584
Indonesia,2021-06-11,25.828796
Indonesia,2021-06-12,26.27505
Indonesia,2021-06-13,28.342869
Indonesia,2021-06-14,28.955633
Indonesia,2021-06-15,29.912178
Indonesia,2021-06-16,31.04907
Indonesia,2021-06-17,32.961136
Indonesia,2021-06-18,35.47521
Indonesia,2021-06-19,38.262875
Indonesia,2021-06-20,40.245132
Indonesia,2021-06-21,43.49698
Indonesia,2021-06-22,46.31846
Indonesia,2021-06-23,49.06667
Indonesia,2021-06-24,53.139805
Indonesia,2021-06-25,56.15341
Indonesia,2021-06-26,60.349
Indonesia,2021-06-27,64.24538
Indonesia,2021-06-28,67.40039
Indonesia,2021-06-29,70.88381
Indonesia,2021-06-30,74.21354
Indonesia,2021-07-01,76.39715
Indonesia,2021-07-02,79.962036
Indonesia,2021-07-03,83.4552
Indonesia,2021-07-04,86.47342
Indonesia,2021-07-05,91.11064
Indonesia,2021-07-06,96.604
Indonesia,2021-07-07,103.04518
Indonesia,2021-07-08,109.990005
Indonesia,2021-07-09,116.288765
Indonesia,2021-07-10,119.9679
Indonesia,2021-07-11,124.560555
Indonesia,2021-07-12,130.03342
Indonesia,2021-07-13,138.59468
Indonesia,2021-07-14,148.91226
Indonesia,2021-07-15,158.32198
Indonesia,2021-07-16,166.45595
Indonesia,2021-07-17,175.09305
Indonesia,2021-07-18,179.46027
Indonesia,2021-07-19,176.2991
Indonesia,2021-07-20,171.39392
Indonesia,2021-07-21,160.76535
Indonesia,2021-07-22,157.05188
Indonesia,2021-07-23,154.52654
Indonesia,2021-07-24,151.17786
Indonesia,2021-07-25,148.08228
Indonesia,2021-07-26,144.99335
Indonesia,2021-07-27,148.51724
Indonesia,2021-07-28,155.6998
Indonesia,2021-07-29,152.61037
Indonesia,2021-07-30,148.56131
Indonesia,2021-07-31,144.39493
Indonesia,2021-08-01,140.3264
Indonesia,2021-08-02,137.34251
Indonesia,2021-08-03,131.55148
Indonesia,2021-08-04,125.4423
Indonesia,2021-08-05,121.48956
Indonesia,2021-08-06,120.651375
Indonesia,2021-08-07,117.8176
Indonesia,2021-08-08,115.60274
Indonesia,2021-08-09,114.734314
Indonesia,2021-08-10,113.80236
Indonesia,2021-08-11,111.11665
Indonesia,2021-08-12,105.45269
Indonesia,2021-08-13,100.97275
Indonesia,2021-08-14,99.35631
Indonesia,2021-08-15,96.48615
Indonesia,2021-08-16,94.78261
Indonesia,2021-08-17,88.97263
Indonesia,2021-08-18,81.36073
Indonesia,2021-08-19,79.999954
Indonesia,2021-08-20,74.47483
Indonesia,2021-08-21,68.401505
Indonesia,2021-08-22,64.09525
Indonesia,2021-08-23,60.10922
Indonesia,2021-08-24,59.271538
Indonesia,2021-08-25,60.758873
Indonesia,2021-08-26,58.11825
Indonesia,2021-08-27,54.33408
Indonesia,2021-08-28,50.90445
Indonesia,2021-08-29,48.352463
Indonesia,2021-08-30,46.217014
Indonesia,2021-08-31,41.8252
Indonesia,2021-09-01,37.555325
Indonesia,2021-09-02,33.485264
Indonesia,2021-09-03,31.015255
Indonesia,2021-09-04,29.312737
Indonesia,2021-09-05,28.275751
Indonesia,2021-09-06,27.751623
Indonesia,2021-09-07,26.043982
Indonesia,2021-09-08,24.196468
Indonesia,2021-09-09,22.67737
Indonesia,2021-09-10,21.436985
Indonesia,2021-09-11,20.55268
Indonesia,2021-09-12,19.720633
Indonesia,2021-09-13,18.779968
Indonesia,2021-09-14,17.205536
Indonesia,2021-09-15,15.779682
Indonesia,2021-09-16,14.322063
Indonesia,2021-09-17,13.532541
Indonesia,2021-09-18,12.704594
Indonesia,2021-09-19,11.913022
Indonesia,2021-09-20,11.582561
Indonesia,2021-09-21,11.139382
Indonesia,2021-09-22,10.510224
Indonesia,2021-09-23,10.374966
Indonesia,2021-09-24,9.72019
Indonesia,2021-09-25,9.080785
Indonesia,2021-09-26,8.837934
Indonesia,2021-09-27,8.560244
Indonesia,2021-09-28,7.9423566
Indonesia,2021-09-29,7.549901
Indonesia,2021-09-30,6.939699
Indonesia,2021-10-01,6.4616823
Indonesia,2021-10-02,6.0912576
Indonesia,2021-10-03,5.774629
Indonesia,2021-10-04,5.534852
