Entity,Day,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Indonesia,2020-03-01,0
Indonesia,2020-03-02,0
Indonesia,2020-03-03,0
Indonesia,2020-03-04,0
Indonesia,2020-03-05,0
Indonesia,2020-03-06,0
Indonesia,2020-03-07,0
Indonesia,2020-03-08,0
Indonesia,2020-03-09,0
Indonesia,2020-03-10,0
Indonesia,2020-03-11,0.000512344
Indonesia,2020-03-12,0.000512344
Indonesia,2020-03-13,0.001024688
Indonesia,2020-03-14,0.002049376
Indonesia,2020-03-15,0.002049376
Indonesia,2020-03-16,0.0025617199
Indonesia,2020-03-17,0.0025617199
Indonesia,2020-03-18,0.009222192
Indonesia,2020-03-19,0.012296256
Indonesia,2020-03-20,0.01537032
Indonesia,2020-03-21,0.017419696
Indonesia,2020-03-22,0.022543136
Indonesia,2020-03-23,0.022543136
Indonesia,2020-03-24,0.025617199
Indonesia,2020-03-25,0.019981416
Indonesia,2020-03-26,0.027154231
Indonesia,2020-03-27,0.02817892
Indonesia,2020-03-28,0.032790016
Indonesia,2020-03-29,0.033814702
Indonesia,2020-03-30,0.03740111
Indonesia,2020-03-31,0.04149986
Indonesia,2020-04-01,0.050722055
Indonesia,2020-04-02,0.047135647
Indonesia,2020-04-03,0.048160333
Indonesia,2020-04-04,0.045598615
Indonesia,2020-04-05,0.043036893
Indonesia,2020-04-06,0.044573925
Indonesia,2020-04-07,0.04354924
Indonesia,2020-04-08,0.04252455
Indonesia,2020-04-09,0.05635784
Indonesia,2020-04-10,0.064043
Indonesia,2020-04-11,0.06967878
Indonesia,2020-04-12,0.0896602
Indonesia,2020-04-13,0.09734536
Indonesia,2020-04-14,0.12193786
Indonesia,2020-04-15,0.11732677
Indonesia,2020-04-16,0.1106663
Indonesia,2020-04-17,0.10964161
Indonesia,2020-04-18,0.10656755
Indonesia,2020-04-19,0.10707989
Indonesia,2020-04-20,0.0978577
Indonesia,2020-04-21,0.080438
Indonesia,2020-04-22,0.0850491
Indonesia,2020-04-23,0.07736394
Indonesia,2020-04-24,0.08658613
Indonesia,2020-04-25,0.094783634
Indonesia,2020-04-26,0.08248738
Indonesia,2020-04-27,0.0896602
Indonesia,2020-04-28,0.080438
Indonesia,2020-04-29,0.07633925
Indonesia,2020-04-30,0.07428988
Indonesia,2020-05-01,0.05687018
Indonesia,2020-05-02,0.05687018
Indonesia,2020-05-03,0.052259088
Indonesia,2020-05-04,0.050722055
Indonesia,2020-05-05,0.050722055
Indonesia,2020-05-06,0.05687018
Indonesia,2020-05-07,0.07070347
Indonesia,2020-05-08,0.07326519
Indonesia,2020-05-09,0.06558003
Indonesia,2020-05-10,0.06558003
Indonesia,2020-05-11,0.065067686
Indonesia,2020-05-12,0.06916644
Indonesia,2020-05-13,0.06814175
Indonesia,2020-05-14,0.05789487
Indonesia,2020-05-15,0.06814175
Indonesia,2020-05-16,0.06660472
Indonesia,2020-05-17,0.0896602
Indonesia,2020-05-18,0.102468796
Indonesia,2020-05-19,0.10964161
Indonesia,2020-05-20,0.10964161
Indonesia,2020-05-21,0.12040084
Indonesia,2020-05-22,0.128086
Indonesia,2020-05-23,0.13423412
Indonesia,2020-05-24,0.11476505
Indonesia,2020-05-25,0.102468796
Indonesia,2020-05-26,0.10093176
Indonesia,2020-05-27,0.11835146
Indonesia,2020-05-28,0.11169099
Indonesia,2020-05-29,0.09939473
Indonesia,2020-05-30,0.11374036
Indonesia,2020-05-31,0.123474896
Indonesia,2020-06-01,0.128086
Indonesia,2020-06-02,0.12552427
Indonesia,2020-06-03,0.115277395
Indonesia,2020-06-04,0.115277395
Indonesia,2020-06-05,0.128086
Indonesia,2020-06-06,0.11681443
Indonesia,2020-06-07,0.12193786
Indonesia,2020-06-08,0.12398724
Indonesia,2020-06-09,0.13320944
Indonesia,2020-06-10,0.13372178
Indonesia,2020-06-11,0.14294396
Indonesia,2020-06-12,0.14243163
Indonesia,2020-06-13,0.14857976
Indonesia,2020-06-14,0.14499335
Indonesia,2020-06-15,0.16138835
Indonesia,2020-06-16,0.15780194
Indonesia,2020-06-17,0.16241305
Indonesia,2020-06-18,0.17368461
Indonesia,2020-06-19,0.16651179
Indonesia,2020-06-20,0.17317227
Indonesia,2020-06-21,0.16958585
Indonesia,2020-06-22,0.15472788
Indonesia,2020-06-23,0.15575257
Indonesia,2020-06-24,0.15216616
Indonesia,2020-06-25,0.14396866
Indonesia,2020-06-26,0.15882663
Indonesia,2020-06-27,0.1490921
Indonesia,2020-06-28,0.14806741
Indonesia,2020-06-29,0.15626492
Indonesia,2020-06-30,0.17470929
Indonesia,2020-07-01,0.18495618
Indonesia,2020-07-02,0.18803024
Indonesia,2020-07-03,0.18085742
Indonesia,2020-07-04,0.18905492
Indonesia,2020-07-05,0.21364744
Indonesia,2020-07-06,0.22338198
Indonesia,2020-07-07,0.22184494
Indonesia,2020-07-08,0.2177462
Indonesia,2020-07-09,0.22030792
Indonesia,2020-07-10,0.22184494
Indonesia,2020-07-11,0.22850542
Indonesia,2020-07-12,0.22286963
Indonesia,2020-07-13,0.21262275
Indonesia,2020-07-14,0.20544994
Indonesia,2020-07-15,0.22440666
Indonesia,2020-07-16,0.23362885
Indonesia,2020-07-17,0.25002387
Indonesia,2020-07-18,0.24643746
Indonesia,2020-07-19,0.27512872
Indonesia,2020-07-20,0.29869655
Indonesia,2020-07-21,0.31252983
Indonesia,2020-07-22,0.3391717
Indonesia,2020-07-23,0.36017781
Indonesia,2020-07-24,0.36273953
Indonesia,2020-07-25,0.3576161
Indonesia,2020-07-26,0.32687545
Indonesia,2020-07-27,0.30689403
Indonesia,2020-07-28,0.29767185
Indonesia,2020-07-29,0.2643695
Indonesia,2020-07-30,0.24694979
Indonesia,2020-07-31,0.23875229
Indonesia,2020-08-01,0.24541277
Indonesia,2020-08-02,0.23311651
Indonesia,2020-08-03,0.23772761
Indonesia,2020-08-04,0.24951153
Indonesia,2020-08-05,0.24438807
Indonesia,2020-08-06,0.23721527
Indonesia,2020-08-07,0.23670292
Indonesia,2020-08-08,0.23823994
Indonesia,2020-08-09,0.24951153
Indonesia,2020-08-10,0.23721527
Indonesia,2020-08-11,0.22338198
Indonesia,2020-08-12,0.23106714
Indonesia,2020-08-13,0.22901776
Indonesia,2020-08-14,0.21928322
Indonesia,2020-08-15,0.21159807
Indonesia,2020-08-16,0.21877088
Indonesia,2020-08-17,0.22645605
Indonesia,2020-08-18,0.23209183
Indonesia,2020-08-19,0.22696838
Indonesia,2020-08-20,0.23055479
Indonesia,2020-08-21,0.24541277
Indonesia,2020-08-22,0.2679559
Indonesia,2020-08-23,0.2715423
Indonesia,2020-08-24,0.28281388
Indonesia,2020-08-25,0.29767185
Indonesia,2020-08-26,0.3063817
Indonesia,2020-08-27,0.33097422
Indonesia,2020-08-28,0.34275812
Indonesia,2020-08-29,0.34173343
Indonesia,2020-08-30,0.33968407
Indonesia,2020-08-31,0.33712235
Indonesia,2020-09-01,0.33148655
Indonesia,2020-09-02,0.34429514
Indonesia,2020-09-03,0.35146797
Indonesia,2020-09-04,0.33968407
Indonesia,2020-09-05,0.34788156
Indonesia,2020-09-06,0.34941858
Indonesia,2020-09-07,0.36530125
Indonesia,2020-09-08,0.37144938
Indonesia,2020-09-09,0.36888766
Indonesia,2020-09-10,0.36171484
Indonesia,2020-09-11,0.36478892
Indonesia,2020-09-12,0.36376423
Indonesia,2020-09-13,0.3576161
Indonesia,2020-09-14,0.36427656
Indonesia,2020-09-15,0.37657282
Indonesia,2020-09-16,0.3914308
Indonesia,2020-09-17,0.3924555
Indonesia,2020-09-18,0.40577644
Indonesia,2020-09-19,0.4088505
Indonesia,2020-09-20,0.4252455
Indonesia,2020-09-21,0.42831957
Indonesia,2020-09-22,0.44676396
Indonesia,2020-09-23,0.44932568
Indonesia,2020-09-24,0.45239973
Indonesia,2020-09-25,0.4518874
Indonesia,2020-09-26,0.44061583
Indonesia,2020-09-27,0.42678255
Indonesia,2020-09-28,0.4078258
Indonesia,2020-09-29,0.3914308
Indonesia,2020-09-30,0.39091846
Indonesia,2020-10-01,0.38477033
Indonesia,2020-10-02,0.38630736
Indonesia,2020-10-03,0.38272095
Indonesia,2020-10-04,0.39194316
Indonesia,2020-10-05,0.3996283
Indonesia,2020-10-06,0.3960419
Indonesia,2020-10-07,0.3750358
Indonesia,2020-10-08,0.37093705
Indonesia,2020-10-09,0.35607907
Indonesia,2020-10-10,0.36376423
Indonesia,2020-10-11,0.35505438
Indonesia,2020-10-12,0.34941858
Indonesia,2020-10-13,0.33456063
Indonesia,2020-10-14,0.35044327
Indonesia,2020-10-15,0.35249266
Indonesia,2020-10-16,0.34839392
Indonesia,2020-10-17,0.3412211
Indonesia,2020-10-18,0.34173343
Indonesia,2020-10-19,0.34941858
Indonesia,2020-10-20,0.3622272
Indonesia,2020-10-21,0.35915312
Indonesia,2020-10-22,0.3540297
Indonesia,2020-10-23,0.3740111
Indonesia,2020-10-24,0.39655423
Indonesia,2020-10-25,0.40372705
Indonesia,2020-10-26,0.40680113
Indonesia,2020-10-27,0.39860362
Indonesia,2020-10-28,0.3868197
Indonesia,2020-10-29,0.38015923
Indonesia,2020-10-30,0.3612025
Indonesia,2020-10-31,0.3401964
Indonesia,2020-11-01,0.32994953
Indonesia,2020-11-02,0.32431373
Indonesia,2020-11-03,0.3248261
Indonesia,2020-11-04,0.33148655
Indonesia,2020-11-05,0.33148655
Indonesia,2020-11-06,0.338147
Indonesia,2020-11-07,0.3437828
Indonesia,2020-11-08,0.3437828
Indonesia,2020-11-09,0.33046186
Indonesia,2020-11-10,0.31509155
Indonesia,2020-11-11,0.29562247
Indonesia,2020-11-12,0.29972124
Indonesia,2020-11-13,0.30484468
Indonesia,2020-11-14,0.31150514
Indonesia,2020-11-15,0.30586937
Indonesia,2020-11-16,0.3109928
Indonesia,2020-11-17,0.3238014
Indonesia,2020-11-18,0.34173343
Indonesia,2020-11-19,0.34173343
Indonesia,2020-11-20,0.3284125
Indonesia,2020-11-21,0.32072732
Indonesia,2020-11-22,0.3448075
Indonesia,2020-11-23,0.36171484
Indonesia,2020-11-24,0.36786297
Indonesia,2020-11-25,0.36991236
Indonesia,2020-11-26,0.38528267
Indonesia,2020-11-27,0.43190598
Indonesia,2020-11-28,0.44676396
Indonesia,2020-11-29,0.47699225
Indonesia,2020-11-30,0.48314038
Indonesia,2020-12-01,0.49697366
Indonesia,2020-12-02,0.49902305
Indonesia,2020-12-03,0.513881
Indonesia,2020-12-04,0.49082553
Indonesia,2020-12-05,0.48314038
Indonesia,2020-12-06,0.47391817
Indonesia,2020-12-07,0.47238114
Indonesia,2020-12-08,0.47084412
Indonesia,2020-12-09,0.49799836
Indonesia,2020-12-10,0.50260943
Indonesia,2020-12-11,0.528739
Indonesia,2020-12-12,0.545134
Indonesia,2020-12-13,0.55281913
Indonesia,2020-12-14,0.55794257
Indonesia,2020-12-15,0.56921417
Indonesia,2020-12-16,0.55179447
Indonesia,2020-12-17,0.5400106
Indonesia,2020-12-18,0.513881
Indonesia,2020-12-19,0.51541805
Indonesia,2020-12-20,0.543597
Indonesia,2020-12-21,0.5784364
Indonesia,2020-12-22,0.5871462
Indonesia,2020-12-23,0.59431905
Indonesia,2020-12-24,0.61430043
Indonesia,2020-12-25,0.68295455
Indonesia,2020-12-26,0.6839792
Indonesia,2020-12-27,0.6952508
Indonesia,2020-12-28,0.70037425
Indonesia,2020-12-29,0.7408494
Indonesia,2020-12-30,0.78696036
Indonesia,2020-12-31,0.7936208
Indonesia,2021-01-01,0.7592938
Indonesia,2021-01-02,0.7997689
Indonesia,2021-01-03,0.7669789
Indonesia,2021-01-04,0.74750984
Indonesia,2021-01-05,0.72035563
Indonesia,2021-01-06,0.69268906
Indonesia,2021-01-07,0.7080594
Indonesia,2021-01-08,0.72957784
Indonesia,2021-01-09,0.7131828
Indonesia,2021-01-10,0.71471983
Indonesia,2021-01-11,0.73367655
Indonesia,2021-01-12,0.78696036
Indonesia,2021-01-13,0.8479293
Indonesia,2021-01-14,0.8843057
Indonesia,2021-01-15,0.8868674
Indonesia,2021-01-16,0.93246603
Indonesia,2021-01-17,0.9519351
Indonesia,2021-01-18,0.99343497
Indonesia,2021-01-19,0.996509
Indonesia,2021-01-20,0.97652763
Indonesia,2021-01-21,1.0026572
Indonesia,2021-01-22,1.0088053
Indonesia,2021-01-23,0.97191656
Indonesia,2021-01-24,0.9468117
Indonesia,2021-01-25,0.94783634
Indonesia,2021-01-26,0.962182
Indonesia,2021-01-27,1.0236633
Indonesia,2021-01-28,1.090268
Indonesia,2021-01-29,1.0579903
Indonesia,2021-01-30,1.057478
Indonesia,2021-01-31,1.1082001
Indonesia,2021-02-01,1.0989778
Indonesia,2021-02-02,1.0825828
Indonesia,2021-02-03,0.9811387
Indonesia,2021-02-04,0.8556144
Indonesia,2021-02-05,0.86278725
Indonesia,2021-02-06,0.85305274
Indonesia,2021-02-07,0.7982319
Indonesia,2021-02-08,0.7613432
Indonesia,2021-02-09,0.71471983
Indonesia,2021-02-10,0.71574455
Indonesia,2021-02-11,0.7070347
Indonesia,2021-02-12,0.74494815
Indonesia,2021-02-13,0.7905468
Indonesia,2021-02-14,0.83358365
Indonesia,2021-02-15,0.82179976
Indonesia,2021-02-16,0.82999724
Indonesia,2021-02-17,0.8305096
Indonesia,2021-02-18,0.81360227
Indonesia,2021-02-19,0.7664666
Indonesia,2021-02-20,0.7070347
Indonesia,2021-02-21,0.66912127
Indonesia,2021-02-22,0.6783434
Indonesia,2021-02-23,0.7265038
Indonesia,2021-02-24,0.75109625
Indonesia,2021-02-25,0.7936208
Indonesia,2021-02-26,0.83717006
Indonesia,2021-02-27,0.85305274
Indonesia,2021-02-28,0.85920084
Indonesia,2021-03-01,0.83717006
Indonesia,2021-03-02,0.77056533
Indonesia,2021-03-03,0.7516086
Indonesia,2021-03-04,0.70652235
Indonesia,2021-03-05,0.63530654
Indonesia,2021-03-06,0.6009795
Indonesia,2021-03-07,0.56357837
Indonesia,2021-03-08,0.6260843
Indonesia,2021-03-09,0.6347942
Indonesia,2021-03-10,0.6204485
Indonesia,2021-03-11,0.5902203
Indonesia,2021-03-12,0.6163498
Indonesia,2021-03-13,0.6020042
Indonesia,2021-03-14,0.59431905
Indonesia,2021-03-15,0.5256649
Indonesia,2021-03-16,0.5102946
Indonesia,2021-03-17,0.50363415
Indonesia,2021-03-18,0.55999196
Indonesia,2021-03-19,0.5687018
Indonesia,2021-03-20,0.5728006
Indonesia,2021-03-21,0.5758746
Indonesia,2021-03-22,0.58304745
Indonesia,2021-03-23,0.5697265
Indonesia,2021-03-24,0.5471834
Indonesia,2021-03-25,0.481091
Indonesia,2021-03-26,0.42370847
Indonesia,2021-03-27,0.46981943
Indonesia,2021-03-28,0.46059725
Indonesia,2021-03-29,0.44573927
Indonesia,2021-03-30,0.4554738
Indonesia,2021-03-31,0.448301
Indonesia,2021-04-01,0.4985107
Indonesia,2021-04-02,0.5046588
Indonesia,2021-04-03,0.449838
Indonesia,2021-04-04,0.62505966
Indonesia,2021-04-05,0.6322325
Indonesia,2021-04-06,0.6265967
Indonesia,2021-04-07,0.61788684
Indonesia,2021-04-08,0.6009795
Indonesia,2021-04-09,0.61327577
Indonesia,2021-04-10,0.6153251
Indonesia,2021-04-11,0.44112816
Indonesia,2021-04-12,0.4308813
Indonesia,2021-04-13,0.4124369
Indonesia,2021-04-14,0.43139362
Indonesia,2021-04-15,0.433443
Indonesia,2021-04-16,0.4344677
Indonesia,2021-04-17,0.45342442
Indonesia,2021-04-18,0.45803553
Indonesia,2021-04-19,0.46674538
Indonesia,2021-04-20,0.50978225
Indonesia,2021-04-21,0.5640907
Indonesia,2021-04-22,0.563066
Indonesia,2021-04-23,0.58919555
Indonesia,2021-04-24,0.60046715
Indonesia,2021-04-25,0.5994425
Indonesia,2021-04-26,0.6168622
Indonesia,2021-04-27,0.5953437
Indonesia,2021-04-28,0.5681895
Indonesia,2021-04-29,0.5953437
Indonesia,2021-04-30,0.6020042
Indonesia,2021-05-01,0.5902203
Indonesia,2021-05-02,0.61583745
Indonesia,2021-05-03,0.6035412
Indonesia,2021-05-04,0.61378807
Indonesia,2021-05-05,0.6317201
Indonesia,2021-05-06,0.5953437
Indonesia,2021-05-07,0.58509684
Indonesia,2021-05-08,0.60968935
Indonesia,2021-05-09,0.6230103
Indonesia,2021-05-10,0.6501645
Indonesia,2021-05-11,0.6803928
Indonesia,2021-05-12,0.6496522
Indonesia,2021-05-13,0.62505966
Indonesia,2021-05-14,0.59431905
Indonesia,2021-05-15,0.576387
Indonesia,2021-05-16,0.55384386
Indonesia,2021-05-17,0.5569179
Indonesia,2021-05-18,0.5184921
Indonesia,2021-05-19,0.53898585
Indonesia,2021-05-20,0.5999548
Indonesia,2021-05-21,0.64043
Indonesia,2021-05-22,0.6342819
Indonesia,2021-05-23,0.6327448
Indonesia,2021-05-24,0.58919555
Indonesia,2021-05-25,0.58919555
Indonesia,2021-05-26,0.5646031
Indonesia,2021-05-27,0.5225909
Indonesia,2021-05-28,0.5261773
Indonesia,2021-05-29,0.5415476
Indonesia,2021-05-30,0.5512821
Indonesia,2021-05-31,0.57536227
Indonesia,2021-06-01,0.561529
Indonesia,2021-06-02,0.5825351
Indonesia,2021-06-03,0.60866463
Indonesia,2021-06-04,0.6127634
Indonesia,2021-06-05,0.60815233
Indonesia,2021-06-06,0.6189115
Indonesia,2021-06-07,0.62762135
Indonesia,2021-06-08,0.6501645
Indonesia,2021-06-09,0.64247936
Indonesia,2021-06-10,0.6547756
Indonesia,2021-06-11,0.65067685
Indonesia,2021-06-12,0.65631264
Indonesia,2021-06-13,0.6491398
Indonesia,2021-06-14,0.6727076
Indonesia,2021-06-15,0.65989906
Indonesia,2021-06-16,0.67322
Indonesia,2021-06-17,0.7070347
Indonesia,2021-06-18,0.75673205
Indonesia,2021-06-19,0.7997689
Indonesia,2021-06-20,0.9135093
Indonesia,2021-06-21,0.9427129
Indonesia,2021-06-22,1.0303237
Indonesia,2021-06-23,1.0851445
Indonesia,2021-06-24,1.1251074
Indonesia,2021-06-25,1.1927367
Indonesia,2021-06-26,1.2490946
Indonesia,2021-06-27,1.2685637
Indonesia,2021-06-28,1.3346561
Indonesia,2021-06-29,1.4002361
Indonesia,2021-06-30,1.4842606
Indonesia,2021-07-01,1.5605998
Indonesia,2021-07-02,1.620544
Indonesia,2021-07-03,1.6897105
Indonesia,2021-07-04,1.7645127
Indonesia,2021-07-05,1.8336791
Indonesia,2021-07-06,1.9694502
Indonesia,2021-07-07,2.2630234
Indonesia,2021-07-08,2.441319
Indonesia,2021-07-09,2.6114173
Indonesia,2021-07-10,2.7820277
Indonesia,2021-07-11,3.0136073
Indonesia,2021-07-12,3.184218
Indonesia,2021-07-13,3.2538967
Indonesia,2021-07-14,3.2287917
Indonesia,2021-07-15,3.2953966
Indonesia,2021-07-16,3.4665194
Indonesia,2021-07-17,3.6028028
Indonesia,2021-07-18,3.6468644
Indonesia,2021-07-19,3.8758821
Indonesia,2021-07-20,4.0890174
Indonesia,2021-07-21,4.289856
Indonesia,2021-07-22,4.529121
Indonesia,2021-07-23,4.714077
Indonesia,2021-07-24,4.8795643
Indonesia,2021-07-25,4.9681997
Indonesia,2021-07-26,5.044539
Indonesia,2021-07-27,5.448778
Indonesia,2021-07-28,5.6747217
Indonesia,2021-07-29,5.9022026
Indonesia,2021-07-30,6.001085
Indonesia,2021-07-31,6.2024364
Indonesia,2021-08-01,6.3756084
Indonesia,2021-08-02,6.4171085
Indonesia,2021-08-03,6.175794
Indonesia,2021-08-04,6.136344
Indonesia,2021-08-05,6.0574427
Indonesia,2021-08-06,5.993912
Indonesia,2021-08-07,5.8811965
Indonesia,2021-08-08,5.826888
Indonesia,2021-08-09,5.77924
Indonesia,2021-08-10,6.0097947
Indonesia,2021-08-11,5.9237213
Indonesia,2021-08-12,5.783851
Indonesia,2021-08-13,5.6798453
Indonesia,2021-08-14,5.51692
Indonesia,2021-08-15,5.375513
Indonesia,2021-08-16,5.2576737
Indonesia,2021-08-17,4.812959
Indonesia,2021-08-18,4.581892
Indonesia,2021-08-19,4.595213
Indonesia,2021-08-20,4.5521765
Indonesia,2021-08-21,4.5987997
Indonesia,2021-08-22,4.5004296
Indonesia,2021-08-23,4.293955
Indonesia,2021-08-24,4.221202
Indonesia,2021-08-25,4.176628
Indonesia,2021-08-26,3.8676846
Indonesia,2021-08-27,3.4839392
Indonesia,2021-08-28,3.0894341
Indonesia,2021-08-29,2.8440213
Indonesia,2021-08-30,2.7036393
Indonesia,2021-08-31,2.4443932
Indonesia,2021-09-01,2.2456036
Indonesia,2021-09-02,2.1385238
Indonesia,2021-09-03,2.1257153
Indonesia,2021-09-04,2.0990732
Indonesia,2021-09-05,2.0176105
Indonesia,2021-09-06,2.0401537
Indonesia,2021-09-07,2.1175177
